State,State Name,Region,Release Period,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage,Facility ID,Completed Surveys,Response Rate (%)
AK,Alaska,Pacific,2019-07-01,H_COMP_2,5.0,16.0,79.0,21301,25,20
AK,Alaska,Pacific,2019-07-01,H_COMP_3,9.0,22.0,69.0,21301,25,20
AK,Alaska,Pacific,2019-07-01,H_COMP_5,16.0,20.0,64.0,21301,25,20
AK,Alaska,Pacific,2019-07-01,H_COMP_6,14.0,0.0,86.0,21301,25,20
AK,Alaska,Pacific,2019-07-01,H_COMP_7,5.0,42.0,53.0,21301,25,20
AK,Alaska,Pacific,2019-07-01,H_HSP_RATING,10.0,26.0,64.0,21301,25,20
AK,Alaska,Pacific,2019-07-01,H_QUIET_HSP,8.0,35.0,57.0,21301,25,20
AK,Alaska,Pacific,2019-07-01,H_RECMND,4.0,30.0,66.0,21301,25,20
AK,Alaska,Pacific,2019-07-01,H_CLEAN_HSP,9.0,19.0,72.0,21303,37,29
AK,Alaska,Pacific,2019-07-01,H_COMP_1,4.0,16.0,80.0,21303,37,29
AK,Alaska,Pacific,2019-07-01,H_COMP_2,5.0,16.0,79.0,21303,37,29
AK,Alaska,Pacific,2019-07-01,H_COMP_3,9.0,22.0,69.0,21303,37,29
AK,Alaska,Pacific,2019-07-01,H_COMP_5,16.0,20.0,64.0,21303,37,29
AK,Alaska,Pacific,2019-07-01,H_COMP_6,14.0,0.0,86.0,21303,37,29
AK,Alaska,Pacific,2019-07-01,H_COMP_7,5.0,42.0,53.0,21303,37,29
AK,Alaska,Pacific,2019-07-01,H_HSP_RATING,10.0,26.0,64.0,21303,37,29
AK,Alaska,Pacific,2019-07-01,H_QUIET_HSP,8.0,35.0,57.0,21303,37,29
AK,Alaska,Pacific,2019-07-01,H_RECMND,4.0,30.0,66.0,21303,37,29
AK,Alaska,Pacific,2019-07-01,H_CLEAN_HSP,9.0,19.0,72.0,21306,56,15
AK,Alaska,Pacific,2019-07-01,H_COMP_1,4.0,16.0,80.0,21306,56,15
AK,Alaska,Pacific,2019-07-01,H_COMP_2,5.0,16.0,79.0,21306,56,15
AK,Alaska,Pacific,2019-07-01,H_COMP_3,9.0,22.0,69.0,21306,56,15
AK,Alaska,Pacific,2019-07-01,H_COMP_5,16.0,20.0,64.0,21306,56,15
AK,Alaska,Pacific,2019-07-01,H_COMP_6,14.0,0.0,86.0,21306,56,15
AK,Alaska,Pacific,2019-07-01,H_COMP_7,5.0,42.0,53.0,21306,56,15
AK,Alaska,Pacific,2019-07-01,H_HSP_RATING,10.0,26.0,64.0,21306,56,15
AK,Alaska,Pacific,2019-07-01,H_QUIET_HSP,8.0,35.0,57.0,21306,56,15
AK,Alaska,Pacific,2019-07-01,H_RECMND,4.0,30.0,66.0,21306,56,15
AK,Alaska,Pacific,2019-07-01,H_CLEAN_HSP,9.0,19.0,72.0,21308,30,7
AK,Alaska,Pacific,2019-07-01,H_COMP_1,4.0,16.0,80.0,21308,30,7
AK,Alaska,Pacific,2019-07-01,H_COMP_2,5.0,16.0,79.0,21308,30,7
AK,Alaska,Pacific,2019-07-01,H_COMP_3,9.0,22.0,69.0,21308,30,7
AK,Alaska,Pacific,2019-07-01,H_COMP_5,16.0,20.0,64.0,21308,30,7
AK,Alaska,Pacific,2019-07-01,H_COMP_6,14.0,0.0,86.0,21308,30,7
AK,Alaska,Pacific,2019-07-01,H_COMP_7,5.0,42.0,53.0,21308,30,7
AK,Alaska,Pacific,2019-07-01,H_HSP_RATING,10.0,26.0,64.0,21308,30,7
AK,Alaska,Pacific,2019-07-01,H_QUIET_HSP,8.0,35.0,57.0,21308,30,7
AK,Alaska,Pacific,2019-07-01,H_RECMND,4.0,30.0,66.0,21308,30,7
AK,Alaska,Pacific,2019-07-01,H_CLEAN_HSP,9.0,19.0,72.0,21311,143,16
AK,Alaska,Pacific,2019-07-01,H_COMP_1,4.0,16.0,80.0,21311,143,16
AK,Alaska,Pacific,2019-07-01,H_COMP_2,5.0,16.0,79.0,21311,143,16
AK,Alaska,Pacific,2019-07-01,H_COMP_3,9.0,22.0,69.0,21311,143,16
AK,Alaska,Pacific,2019-07-01,H_COMP_5,16.0,20.0,64.0,21311,143,16
AK,Alaska,Pacific,2019-07-01,H_COMP_6,14.0,0.0,86.0,21311,143,16
AK,Alaska,Pacific,2019-07-01,H_COMP_7,5.0,42.0,53.0,21311,143,16
AK,Alaska,Pacific,2019-07-01,H_HSP_RATING,10.0,26.0,64.0,21311,143,16
AK,Alaska,Pacific,2019-07-01,H_QUIET_HSP,8.0,35.0,57.0,21311,143,16
AK,Alaska,Pacific,2019-07-01,H_RECMND,4.0,30.0,66.0,21311,143,16
AK,Alaska,Pacific,2019-07-01,H_CLEAN_HSP,9.0,19.0,72.0,21313,166,28
AK,Alaska,Pacific,2019-07-01,H_COMP_1,4.0,16.0,80.0,21313,166,28
AK,Alaska,Pacific,2019-07-01,H_COMP_2,5.0,16.0,79.0,21313,166,28
AK,Alaska,Pacific,2019-07-01,H_COMP_3,9.0,22.0,69.0,21313,166,28
AK,Alaska,Pacific,2019-07-01,H_COMP_5,16.0,20.0,64.0,21313,166,28
AK,Alaska,Pacific,2019-07-01,H_COMP_6,14.0,0.0,86.0,21313,166,28
AK,Alaska,Pacific,2019-07-01,H_COMP_7,5.0,42.0,53.0,21313,166,28
AK,Alaska,Pacific,2019-07-01,H_HSP_RATING,10.0,26.0,64.0,21313,166,28
AK,Alaska,Pacific,2019-07-01,H_QUIET_HSP,8.0,35.0,57.0,21313,166,28
AK,Alaska,Pacific,2019-07-01,H_RECMND,4.0,30.0,66.0,21313,166,28
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,02013F,419,32
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,02013F,419,32
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,02013F,419,32
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,02013F,419,32
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,02013F,419,32
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,02013F,419,32
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,02013F,419,32
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,02013F,419,32
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,02013F,419,32
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,02013F,419,32
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,02014F,199,26
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,02014F,199,26
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,02014F,199,26
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,02014F,199,26
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,02014F,199,26
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,02014F,199,26
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,02014F,199,26
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,02014F,199,26
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,02014F,199,26
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,02014F,199,26
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,20001,1491,19
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,20001,1491,19
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,20001,1491,19
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,20001,1491,19
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,20001,1491,19
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,20001,1491,19
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,20001,1491,19
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,20001,1491,19
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,20001,1491,19
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,20001,1491,19
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,20006,495,14
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,20006,495,14
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,20006,495,14
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,20006,495,14
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,20006,495,14
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,20006,495,14
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,20006,495,14
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,20006,495,14
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,20006,495,14
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,20006,495,14
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,20008,280,22
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,20008,280,22
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,20008,280,22
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,20008,280,22
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,20008,280,22
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,20008,280,22
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,20008,280,22
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,20008,280,22
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,20008,280,22
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,20008,280,22
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,20012,430,18
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,20012,430,18
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,20012,430,18
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,20012,430,18
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,20012,430,18
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,20012,430,18
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,20012,430,18
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,20012,430,18
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,20012,430,18
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,20012,430,18
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,20017,1304,29
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,20017,1304,29
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,20017,1304,29
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,20017,1304,29
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,20017,1304,29
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,20017,1304,29
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,20017,1304,29
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,20017,1304,29
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,20017,1304,29
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,20017,1304,29
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,20018,250,31
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,20018,250,31
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,20018,250,31
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,20018,250,31
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,20018,250,31
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,20018,250,31
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,20018,250,31
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,20018,250,31
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,20018,250,31
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,20018,250,31
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,20024,375,19
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,20024,375,19
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,20024,375,19
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,20024,375,19
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,20024,375,19
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,20024,375,19
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,20024,375,19
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,20024,375,19
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,20024,375,19
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,20024,375,19
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,20026,756,12
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,20026,756,12
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,20026,756,12
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,20026,756,12
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,20026,756,12
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,20026,756,12
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,20026,756,12
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,20026,756,12
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,20026,756,12
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,20026,756,12
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,21306,56,18
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,21306,56,18
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,21306,56,18
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,21306,56,18
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,21306,56,18
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,21306,56,18
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,21306,56,18
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,21306,56,18
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,21306,56,18
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,21306,56,18
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,21308,28,6
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,21308,28,6
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,21308,28,6
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,21308,28,6
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,21308,28,6
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,21308,28,6
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,21308,28,6
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,21308,28,6
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,21308,28,6
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,21308,28,6
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,21311,139,18
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,21311,139,18
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,21311,139,18
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,21311,139,18
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,21311,139,18
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,21311,139,18
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,21311,139,18
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,21311,139,18
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,21311,139,18
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,21311,139,18
AK,Alaska,Pacific,2020-07-01,H_CLEAN_HSP,7.0,19.0,74.0,21313,175,29
AK,Alaska,Pacific,2020-07-01,H_COMP_1,4.0,18.0,78.0,21313,175,29
AK,Alaska,Pacific,2020-07-01,H_COMP_2,4.0,14.0,82.0,21313,175,29
AK,Alaska,Pacific,2020-07-01,H_COMP_3,7.0,20.0,73.0,21313,175,29
AK,Alaska,Pacific,2020-07-01,H_COMP_5,17.0,17.0,66.0,21313,175,29
AK,Alaska,Pacific,2020-07-01,H_COMP_6,11.0,0.0,89.0,21313,175,29
AK,Alaska,Pacific,2020-07-01,H_COMP_7,4.0,45.0,51.0,21313,175,29
AK,Alaska,Pacific,2020-07-01,H_HSP_RATING,8.0,19.0,73.0,21313,175,29
AK,Alaska,Pacific,2020-07-01,H_QUIET_HSP,9.0,32.0,59.0,21313,175,29
AK,Alaska,Pacific,2020-07-01,H_RECMND,5.0,21.0,74.0,21313,175,29
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,02013F,422,31
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,02013F,422,31
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,02013F,422,31
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,02013F,422,31
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,02013F,422,31
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,02013F,422,31
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,02013F,422,31
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,02013F,422,31
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,02013F,422,31
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,02013F,422,31
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,02014F,201,28
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,02014F,201,28
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,02014F,201,28
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,02014F,201,28
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,02014F,201,28
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,02014F,201,28
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,02014F,201,28
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,02014F,201,28
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,02014F,201,28
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,02014F,201,28
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,20001,1491,18
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,20001,1491,18
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,20001,1491,18
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,20001,1491,18
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,20001,1491,18
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,20001,1491,18
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,20001,1491,18
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,20001,1491,18
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,20001,1491,18
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,20001,1491,18
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,20006,462,14
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,20006,462,14
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,20006,462,14
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,20006,462,14
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,20006,462,14
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,20006,462,14
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,20006,462,14
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,20006,462,14
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,20006,462,14
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,20006,462,14
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,20008,263,21
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,20008,263,21
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,20008,263,21
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,20008,263,21
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,20008,263,21
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,20008,263,21
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,20008,263,21
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,20008,263,21
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,20008,263,21
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,20008,263,21
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,20012,373,16
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,20012,373,16
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,20012,373,16
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,20012,373,16
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,20012,373,16
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,20012,373,16
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,20012,373,16
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,20012,373,16
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,20012,373,16
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,20012,373,16
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,20017,1033,26
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,20017,1033,26
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,20017,1033,26
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,20017,1033,26
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,20017,1033,26
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,20017,1033,26
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,20017,1033,26
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,20017,1033,26
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,20017,1033,26
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,20017,1033,26
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,20018,255,31
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,20018,255,31
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,20018,255,31
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,20018,255,31
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,20018,255,31
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,20018,255,31
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,20018,255,31
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,20018,255,31
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,20018,255,31
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,20018,255,31
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,20024,374,19
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,20024,374,19
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,20024,374,19
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,20024,374,19
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,20024,374,19
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,20024,374,19
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,20024,374,19
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,20024,374,19
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,20024,374,19
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,20024,374,19
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,20026,729,12
