State,State Name,Region,Release Period,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage,Facility ID,Completed Surveys,Response Rate (%)
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,20026,729,12
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,20026,729,12
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,20026,729,12
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,20026,729,12
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,20026,729,12
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,20026,729,12
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,20026,729,12
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,20026,729,12
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,20026,729,12
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,21306,51,17
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,21306,51,17
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,21306,51,17
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,21306,51,17
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,21306,51,17
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,21306,51,17
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,21306,51,17
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,21306,51,17
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,21306,51,17
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,21306,51,17
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,21308,31,6
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,21308,31,6
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,21308,31,6
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,21308,31,6
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,21308,31,6
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,21308,31,6
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,21308,31,6
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,21308,31,6
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,21308,31,6
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,21308,31,6
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,21311,128,16
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,21311,128,16
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,21311,128,16
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,21311,128,16
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,21311,128,16
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,21311,128,16
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,21311,128,16
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,21311,128,16
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,21311,128,16
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,21311,128,16
AK,Alaska,Pacific,2021-07-01,H_CLEAN_HSP,8.0,22.0,70.0,21313,145,24
AK,Alaska,Pacific,2021-07-01,H_COMP_1,5.0,16.0,79.0,21313,145,24
AK,Alaska,Pacific,2021-07-01,H_COMP_2,5.0,13.0,82.0,21313,145,24
AK,Alaska,Pacific,2021-07-01,H_COMP_3,7.0,16.0,77.0,21313,145,24
AK,Alaska,Pacific,2021-07-01,H_COMP_5,17.0,16.0,67.0,21313,145,24
AK,Alaska,Pacific,2021-07-01,H_COMP_6,13.0,0.0,87.0,21313,145,24
AK,Alaska,Pacific,2021-07-01,H_COMP_7,4.0,47.0,49.0,21313,145,24
AK,Alaska,Pacific,2021-07-01,H_HSP_RATING,9.0,19.0,72.0,21313,145,24
AK,Alaska,Pacific,2021-07-01,H_QUIET_HSP,8.0,30.0,62.0,21313,145,24
AK,Alaska,Pacific,2021-07-01,H_RECMND,7.0,23.0,70.0,21313,145,24
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,02013F,269,36
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,02013F,269,36
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,02013F,269,36
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,02013F,269,36
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,02013F,269,36
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,02013F,269,36
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,02013F,269,36
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,02013F,269,36
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,02013F,269,36
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,02013F,269,36
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,02014F,178,33
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,02014F,178,33
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,02014F,178,33
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,02014F,178,33
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,02014F,178,33
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,02014F,178,33
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,02014F,178,33
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,02014F,178,33
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,02014F,178,33
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,02014F,178,33
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,20001,886,17
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,20001,886,17
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,20001,886,17
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,20001,886,17
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,20001,886,17
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,20001,886,17
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,20001,886,17
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,20001,886,17
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,20001,886,17
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,20001,886,17
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,20006,512,15
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,20006,512,15
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,20006,512,15
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,20006,512,15
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,20006,512,15
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,20006,512,15
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,20006,512,15
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,20006,512,15
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,20006,512,15
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,20006,512,15
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,20008,153,16
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,20008,153,16
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,20008,153,16
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,20008,153,16
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,20008,153,16
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,20008,153,16
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,20008,153,16
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,20008,153,16
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,20008,153,16
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,20008,153,16
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,20012,453,17
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,20012,453,17
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,20012,453,17
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,20012,453,17
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,20012,453,17
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,20012,453,17
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,20012,453,17
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,20012,453,17
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,20012,453,17
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,20012,453,17
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,20017,451,20
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,20017,451,20
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,20017,451,20
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,20017,451,20
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,20017,451,20
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,20017,451,20
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,20017,451,20
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,20017,451,20
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,20017,451,20
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,20017,451,20
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,20018,151,28
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,20018,151,28
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,20018,151,28
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,20018,151,28
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,20018,151,28
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,20018,151,28
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,20018,151,28
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,20018,151,28
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,20018,151,28
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,20018,151,28
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,20024,370,18
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,20024,370,18
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,20024,370,18
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,20024,370,18
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,20024,370,18
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,20024,370,18
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,20024,370,18
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,20024,370,18
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,20024,370,18
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,20024,370,18
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,20026,602,10
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,20026,602,10
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,20026,602,10
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,20026,602,10
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,20026,602,10
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,20026,602,10
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,20026,602,10
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,20026,602,10
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,20026,602,10
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,20026,602,10
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,21306,60,16
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,21306,60,16
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,21306,60,16
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,21306,60,16
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,21306,60,16
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,21306,60,16
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,21306,60,16
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,21306,60,16
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,21306,60,16
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,21306,60,16
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,21311,65,10
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,21311,65,10
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,21311,65,10
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,21311,65,10
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,21311,65,10
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,21311,65,10
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,21311,65,10
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,21311,65,10
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,21311,65,10
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,21311,65,10
AK,Alaska,Pacific,2022-07-01,H_CLEAN_HSP,9.0,20.0,71.0,21313,126,20
AK,Alaska,Pacific,2022-07-01,H_COMP_1,4.0,18.0,78.0,21313,126,20
AK,Alaska,Pacific,2022-07-01,H_COMP_2,4.0,17.0,79.0,21313,126,20
AK,Alaska,Pacific,2022-07-01,H_COMP_3,10.0,25.0,65.0,21313,126,20
AK,Alaska,Pacific,2022-07-01,H_COMP_5,17.0,19.0,64.0,21313,126,20
AK,Alaska,Pacific,2022-07-01,H_COMP_6,12.0,0.0,88.0,21313,126,20
AK,Alaska,Pacific,2022-07-01,H_COMP_7,5.0,45.0,50.0,21313,126,20
AK,Alaska,Pacific,2022-07-01,H_HSP_RATING,7.0,25.0,68.0,21313,126,20
AK,Alaska,Pacific,2022-07-01,H_QUIET_HSP,11.0,28.0,61.0,21313,126,20
AK,Alaska,Pacific,2022-07-01,H_RECMND,4.0,27.0,69.0,21313,126,20
AK,Alaska,Pacific,2023-07-01,H_CLEAN_HSP,7.0,17.0,76.0,02013F,213,29
AK,Alaska,Pacific,2023-07-01,H_COMP_1,3.0,17.0,80.0,02013F,213,29
AK,Alaska,Pacific,2023-07-01,H_COMP_2,4.0,15.0,81.0,02013F,213,29
AK,Alaska,Pacific,2023-07-01,H_COMP_3,9.0,25.0,66.0,02013F,213,29
AK,Alaska,Pacific,2023-07-01,H_COMP_5,16.0,21.0,63.0,02013F,213,29
AK,Alaska,Pacific,2023-07-01,H_COMP_6,14.0,0.0,86.0,02013F,213,29
AK,Alaska,Pacific,2023-07-01,H_COMP_7,5.0,46.0,49.0,02013F,213,29
AK,Alaska,Pacific,2023-07-01,H_HSP_RATING,7.0,22.0,71.0,02013F,213,29
AK,Alaska,Pacific,2023-07-01,H_QUIET_HSP,11.0,30.0,59.0,02013F,213,29
AK,Alaska,Pacific,2023-07-01,H_RECMND,3.0,24.0,73.0,02013F,213,29
AK,Alaska,Pacific,2023-07-01,H_CLEAN_HSP,7.0,17.0,76.0,02014F,137,27
AK,Alaska,Pacific,2023-07-01,H_COMP_1,3.0,17.0,80.0,02014F,137,27
AK,Alaska,Pacific,2023-07-01,H_COMP_2,4.0,15.0,81.0,02014F,137,27
AK,Alaska,Pacific,2023-07-01,H_COMP_3,9.0,25.0,66.0,02014F,137,27
AK,Alaska,Pacific,2023-07-01,H_COMP_5,16.0,21.0,63.0,02014F,137,27
AK,Alaska,Pacific,2023-07-01,H_COMP_6,14.0,0.0,86.0,02014F,137,27
AK,Alaska,Pacific,2023-07-01,H_COMP_7,5.0,46.0,49.0,02014F,137,27
AK,Alaska,Pacific,2023-07-01,H_HSP_RATING,7.0,22.0,71.0,02014F,137,27
AK,Alaska,Pacific,2023-07-01,H_QUIET_HSP,11.0,30.0,59.0,02014F,137,27
AK,Alaska,Pacific,2023-07-01,H_RECMND,3.0,24.0,73.0,02014F,137,27
AK,Alaska,Pacific,2023-07-01,H_CLEAN_HSP,7.0,17.0,76.0,20001,295,14
AK,Alaska,Pacific,2023-07-01,H_COMP_1,3.0,17.0,80.0,20001,295,14
AK,Alaska,Pacific,2023-07-01,H_COMP_2,4.0,15.0,81.0,20001,295,14
AK,Alaska,Pacific,2023-07-01,H_COMP_3,9.0,25.0,66.0,20001,295,14
AK,Alaska,Pacific,2023-07-01,H_COMP_5,16.0,21.0,63.0,20001,295,14
AK,Alaska,Pacific,2023-07-01,H_COMP_6,14.0,0.0,86.0,20001,295,14
AK,Alaska,Pacific,2023-07-01,H_COMP_7,5.0,46.0,49.0,20001,295,14
AK,Alaska,Pacific,2023-07-01,H_HSP_RATING,7.0,22.0,71.0,20001,295,14
AK,Alaska,Pacific,2023-07-01,H_QUIET_HSP,11.0,30.0,59.0,20001,295,14
AK,Alaska,Pacific,2023-07-01,H_RECMND,3.0,24.0,73.0,20001,295,14
AK,Alaska,Pacific,2023-07-01,H_CLEAN_HSP,7.0,17.0,76.0,20006,585,16
AK,Alaska,Pacific,2023-07-01,H_COMP_1,3.0,17.0,80.0,20006,585,16
AK,Alaska,Pacific,2023-07-01,H_COMP_2,4.0,15.0,81.0,20006,585,16
AK,Alaska,Pacific,2023-07-01,H_COMP_3,9.0,25.0,66.0,20006,585,16
AK,Alaska,Pacific,2023-07-01,H_COMP_5,16.0,21.0,63.0,20006,585,16
AK,Alaska,Pacific,2023-07-01,H_COMP_6,14.0,0.0,86.0,20006,585,16
AK,Alaska,Pacific,2023-07-01,H_COMP_7,5.0,46.0,49.0,20006,585,16
AK,Alaska,Pacific,2023-07-01,H_HSP_RATING,7.0,22.0,71.0,20006,585,16
AK,Alaska,Pacific,2023-07-01,H_QUIET_HSP,11.0,30.0,59.0,20006,585,16
AK,Alaska,Pacific,2023-07-01,H_RECMND,3.0,24.0,73.0,20006,585,16
AK,Alaska,Pacific,2023-07-01,H_CLEAN_HSP,7.0,17.0,76.0,20008,147,17
AK,Alaska,Pacific,2023-07-01,H_COMP_1,3.0,17.0,80.0,20008,147,17
AK,Alaska,Pacific,2023-07-01,H_COMP_2,4.0,15.0,81.0,20008,147,17
AK,Alaska,Pacific,2023-07-01,H_COMP_3,9.0,25.0,66.0,20008,147,17
AK,Alaska,Pacific,2023-07-01,H_COMP_5,16.0,21.0,63.0,20008,147,17
AK,Alaska,Pacific,2023-07-01,H_COMP_6,14.0,0.0,86.0,20008,147,17
AK,Alaska,Pacific,2023-07-01,H_COMP_7,5.0,46.0,49.0,20008,147,17
AK,Alaska,Pacific,2023-07-01,H_HSP_RATING,7.0,22.0,71.0,20008,147,17
AK,Alaska,Pacific,2023-07-01,H_QUIET_HSP,11.0,30.0,59.0,20008,147,17
AK,Alaska,Pacific,2023-07-01,H_RECMND,3.0,24.0,73.0,20008,147,17
AK,Alaska,Pacific,2023-07-01,H_CLEAN_HSP,7.0,17.0,76.0,20012,377,14
AK,Alaska,Pacific,2023-07-01,H_COMP_1,3.0,17.0,80.0,20012,377,14
AK,Alaska,Pacific,2023-07-01,H_COMP_2,4.0,15.0,81.0,20012,377,14
AK,Alaska,Pacific,2023-07-01,H_COMP_3,9.0,25.0,66.0,20012,377,14
AK,Alaska,Pacific,2023-07-01,H_COMP_5,16.0,21.0,63.0,20012,377,14
AK,Alaska,Pacific,2023-07-01,H_COMP_6,14.0,0.0,86.0,20012,377,14
AK,Alaska,Pacific,2023-07-01,H_COMP_7,5.0,46.0,49.0,20012,377,14
AK,Alaska,Pacific,2023-07-01,H_HSP_RATING,7.0,22.0,71.0,20012,377,14
AK,Alaska,Pacific,2023-07-01,H_QUIET_HSP,11.0,30.0,59.0,20012,377,14
AK,Alaska,Pacific,2023-07-01,H_RECMND,3.0,24.0,73.0,20012,377,14
AK,Alaska,Pacific,2023-07-01,H_CLEAN_HSP,7.0,17.0,76.0,20017,385,19
AK,Alaska,Pacific,2023-07-01,H_COMP_1,3.0,17.0,80.0,20017,385,19
AK,Alaska,Pacific,2023-07-01,H_COMP_2,4.0,15.0,81.0,20017,385,19
AK,Alaska,Pacific,2023-07-01,H_COMP_3,9.0,25.0,66.0,20017,385,19
AK,Alaska,Pacific,2023-07-01,H_COMP_5,16.0,21.0,63.0,20017,385,19
AK,Alaska,Pacific,2023-07-01,H_COMP_6,14.0,0.0,86.0,20017,385,19
AK,Alaska,Pacific,2023-07-01,H_COMP_7,5.0,46.0,49.0,20017,385,19
AK,Alaska,Pacific,2023-07-01,H_HSP_RATING,7.0,22.0,71.0,20017,385,19
AK,Alaska,Pacific,2023-07-01,H_QUIET_HSP,11.0,30.0,59.0,20017,385,19
AK,Alaska,Pacific,2023-07-01,H_RECMND,3.0,24.0,73.0,20017,385,19
AK,Alaska,Pacific,2023-07-01,H_CLEAN_HSP,7.0,17.0,76.0,20018,176,29
AK,Alaska,Pacific,2023-07-01,H_COMP_1,3.0,17.0,80.0,20018,176,29
AK,Alaska,Pacific,2023-07-01,H_COMP_2,4.0,15.0,81.0,20018,176,29
AK,Alaska,Pacific,2023-07-01,H_COMP_3,9.0,25.0,66.0,20018,176,29
AK,Alaska,Pacific,2023-07-01,H_COMP_5,16.0,21.0,63.0,20018,176,29
AK,Alaska,Pacific,2023-07-01,H_COMP_6,14.0,0.0,86.0,20018,176,29
AK,Alaska,Pacific,2023-07-01,H_COMP_7,5.0,46.0,49.0,20018,176,29
AK,Alaska,Pacific,2023-07-01,H_HSP_RATING,7.0,22.0,71.0,20018,176,29
AK,Alaska,Pacific,2023-07-01,H_QUIET_HSP,11.0,30.0,59.0,20018,176,29
AK,Alaska,Pacific,2023-07-01,H_RECMND,3.0,24.0,73.0,20018,176,29
AK,Alaska,Pacific,2023-07-01,H_CLEAN_HSP,7.0,17.0,76.0,20024,386,19
AK,Alaska,Pacific,2023-07-01,H_COMP_1,3.0,17.0,80.0,20024,386,19
AK,Alaska,Pacific,2023-07-01,H_COMP_2,4.0,15.0,81.0,20024,386,19
AK,Alaska,Pacific,2023-07-01,H_COMP_3,9.0,25.0,66.0,20024,386,19
AK,Alaska,Pacific,2023-07-01,H_COMP_5,16.0,21.0,63.0,20024,386,19
AK,Alaska,Pacific,2023-07-01,H_COMP_6,14.0,0.0,86.0,20024,386,19
AK,Alaska,Pacific,2023-07-01,H_COMP_7,5.0,46.0,49.0,20024,386,19
AK,Alaska,Pacific,2023-07-01,H_HSP_RATING,7.0,22.0,71.0,20024,386,19
AK,Alaska,Pacific,2023-07-01,H_QUIET_HSP,11.0,30.0,59.0,20024,386,19
AK,Alaska,Pacific,2023-07-01,H_RECMND,3.0,24.0,73.0,20024,386,19
AK,Alaska,Pacific,2023-07-01,H_CLEAN_HSP,7.0,17.0,76.0,20026,623,11
AK,Alaska,Pacific,2023-07-01,H_COMP_1,3.0,17.0,80.0,20026,623,11
AK,Alaska,Pacific,2023-07-01,H_COMP_2,4.0,15.0,81.0,20026,623,11
AK,Alaska,Pacific,2023-07-01,H_COMP_3,9.0,25.0,66.0,20026,623,11
AK,Alaska,Pacific,2023-07-01,H_COMP_5,16.0,21.0,63.0,20026,623,11
AK,Alaska,Pacific,2023-07-01,H_COMP_6,14.0,0.0,86.0,20026,623,11
AK,Alaska,Pacific,2023-07-01,H_COMP_7,5.0,46.0,49.0,20026,623,11
AK,Alaska,Pacific,2023-07-01,H_HSP_RATING,7.0,22.0,71.0,20026,623,11
AK,Alaska,Pacific,2023-07-01,H_QUIET_HSP,11.0,30.0,59.0,20026,623,11
AK,Alaska,Pacific,2023-07-01,H_RECMND,3.0,24.0,73.0,20026,623,11
AK,Alaska,Pacific,2023-07-01,H_CLEAN_HSP,7.0,17.0,76.0,21306,55,16
AK,Alaska,Pacific,2023-07-01,H_COMP_1,3.0,17.0,80.0,21306,55,16
AK,Alaska,Pacific,2023-07-01,H_COMP_2,4.0,15.0,81.0,21306,55,16
AK,Alaska,Pacific,2023-07-01,H_COMP_3,9.0,25.0,66.0,21306,55,16
AK,Alaska,Pacific,2023-07-01,H_COMP_5,16.0,21.0,63.0,21306,55,16
AK,Alaska,Pacific,2023-07-01,H_COMP_6,14.0,0.0,86.0,21306,55,16
AK,Alaska,Pacific,2023-07-01,H_COMP_7,5.0,46.0,49.0,21306,55,16
AK,Alaska,Pacific,2023-07-01,H_HSP_RATING,7.0,22.0,71.0,21306,55,16
AK,Alaska,Pacific,2023-07-01,H_QUIET_HSP,11.0,30.0,59.0,21306,55,16
AK,Alaska,Pacific,2023-07-01,H_RECMND,3.0,24.0,73.0,21306,55,16
AK,Alaska,Pacific,2023-07-01,H_CLEAN_HSP,7.0,17.0,76.0,21311,100,14
